VendorID	trip_distance	fare_amount	total_amount
2	5.02	16	20.16
1	1.8	9	10.8
2	3.88	15	24.11
2	1.76	8	8.8
2	2.3	9.5	13.05
1	0	38.2	39
2	1.91	9	14.81
2	14.11	41.5	44.75
2	0.75	10	10.3
2	4.93	18	21.55
2	1.84	8	8.8
2	7.32	22.5	31.26
2	8.63	15	15.3
1	1.3	7	7.8
1	0	10.2	11
2	1.59	8	8.8
2	5.49	16.5	20.76
2	1.23	5.5	9.05
2	1.31	7.5	8.3
2	0.91	6.5	7.3
2	4.55	15	18.55
2	0.55	4.5	5.3
2	2.25	12	12.8
2	1.26	5.5	6.3
2	2.29	9.5	10.3
2	2.29	12.5	15.96
2	1.81	7.5	13.05
2	2.51	10.5	14.05
2	2.76	12	12.8
2	2.85	12.5	19.26
2	3.84	16	21.55
2	7.09	20.5	21.3
2	2.73	12	14.8
2	10.6	32	39.36
2	8.59	30	44.82
2	2.89	12	15.36
2	0.59	4	7.55
2	0.8	5.5	6.3
1	1.3	8	8.8
1	0.6	4.5	6.35
2	2.88	11	17.46
2	0	8	10.38
2	1.24	6.5	8.76
2	23.73	85.5	86.3
2	2	10	10.8
2	0.63	4.5	5.3
2	1.21	6.5	7.3
2	1.78	7	7.8
2	6.98	25	28.55
1	0.7	6	6.8
2	3.16	13.5	19.5
2	2.81	13	17.55
2	5.07	18	21.55
2	0.73	5	6.96
2	0.73	4.5	5.3
2	0.73	5	5.8
2	2.81	9	9.3
2	2.13	9	9.8
1	1.6	7.5	13.8
2	0.63	5.5	6.3
2	0.74	5	5.8
2	1.44	7.5	9.96
2	0	2.5	3.3
2	2.27	12	12.8
2	1.2	8	11.44
2	4.88	18.5	22.05
2	3.67	15.5	22.86
2	3.9	16.5	24.06
2	1.58	9	11.76
2	6.17	23	23.8
2	1.35	6.5	9.49
1	2.4	10	10.8
2	1.53	8	8.8
2	6.85	21.5	22.3
2	2.37	11	16.55
1	2.6	11.5	14.75
2	1.67	7.5	8.3
2	0	5.5	6.3
2	2.4	11	11.8
2	1	5.5	7.3
2	1.08	6.5	7.3
2	1.58	7.5	9.96
1	2.7	15	15
2	3.58	15	18.96
2	9.28	32	32.8
1	2.1	10.5	14.1
2	2.14	8.5	14.05
2	1.28	7	7.8
2	3.3	14.5	18.36
2	0.27	4	5.04
2	2.43	11	14.16
2	22.32	69	76.35
2	2.17	10.5	13.56
2	2.81	11.5	18.06
2	0.68	4.5	5.3
2	3.19	15.5	16.3
2	2.68	10.5	11.3
2	3.09	12	16.55
2	0.59	4	9.06
2	1.3	7.5	8.3
2	2.64	10.5	11.3
2	1.84	10.5	13.56
1	0.9	5	5.8
2	1.2	6.5	10.05
2	5.52	18	25.86
2	2.8	12	18.66
2	11.58	35	35.8
2	2.56	9.5	13.05
2	4.35	17.5	25.26
2	0.93	5	7.25
2	7.7	22.5	27.55
1	1.4	8	8.8
2	0	10	12.88
1	1.6	8	8.8
1	7.3	29.5	30.3
2	0.7	5.5	7.56
2	0.91	5.5	6.3
2	2.23	9	12.8
2	3.33	15	15.8
2	3.12	11.5	17.55
2	5.57	22	30.55
2	4.79	17.5	18.3
2	0.51	4	4.8
2	1.25	5.5	6.3
2	1.17	7	10.55
2	6.05	19	22.55
2	3.09	13	19.86
2	2.47	11	17.46
2	2.62	9.5	15.01
2	0.61	4.5	5.3
2	1.74	8	11.55
2	2.55	9	12.55
2	2.03	8.5	15.06
1	4.7	16.5	24.06
2	8.79	26	26.8
2	1.52	8	10.56
2	2.28	10.5	14.12
2	3.18	13	13.8
2	11.14	34.5	35.3
2	2.12	10	12.96
2	14.95	43.5	44.3
1	0.7	2.5	3.3
2	3.99	14	18.55
1	8.4	27.5	34.05
2	7.15	8	8.3
2	3.04	11.5	15.05
2	1.18	7	7.8
2	1.18	6	8.5
1	0.9	5	10.25
2	1.87	10.5	11.3
2	1.04	8	10.56
1	1.8	10	10.8
2	0.46	4	4.8
2	0.44	4	5.76
2	3.24	16	20.16
2	1.05	6	8.16
2	6.81	23.5	24.3
2	0.84	4.5	6.62
2	1.76	8	13.86
2	16.67	48.5	70.32
2	0.95	4.5	6.3
2	4.81	15.5	19.56
1	0.8	5.5	6.3
1	1.4	7	9.35
2	0.44	3.5	4.3
2	2.67	10	13.5
2	1.14	7.5	8.3
2	4.12	15	15.8
2	1.27	7.5	8.3
2	0.79	5.5	7.24
2	2.29	12.5	15.96
2	1.4	9	11.76
2	4.07	15	18.8
2	0.78	5	5.8
2	4.94	15	15.8
2	0	20	20.3
2	2.92	12.5	16.62
1	4	15	15.8
1	1.7	9	9.8
1	1.4	7	9.75
2	2.44	12.5	13.96
1	2.8	14	17.75
2	2.52	11	16.63
2	1.55	7.5	10.38
2	2.66	12.5	16.62
2	3.9	15	17.8
2	2.44	8.5	9.3
2	1.51	8	8.8
2	2.84	10.5	16.86
2	1.88	7.5	8.3
2	1.26	6.5	7.3
2	4.07	14.5	15.3
2	3.17	12	18.66
2	3.62	13	14.8
2	18.58	57.5	64.85
2	0.45	3.5	5.38
2	3.03	10.5	16.86
2	1.13	5.5	7.24
2	3.46	13	13.8
2	0.55	4	6
2	2.34	9	15.06
2	1.41	6.5	7.3
2	1.06	6	6.8
2	5.16	18	22.56
2	0.82	6	6.8
2	19.92	60.5	61.3
2	1.04	6.5	9.49
2	2.53	20	20.3
2	23.25	88	101.9
2	2.53	12.5	13.3
2	2.62	10	10.8
2	1.24	6.5	9.49
2	1.3	6.5	7.3
2	1.28	7.5	11.05
2	1.54	11.5	12.3
2	1.81	8	13.86
2	0	12	14.3
2	7.04	23	32.46
2	6.06	22.5	26.3
1	2.7	13	17.15
2	24.75	72.5	73.8
2	26.34	74	81.85
2	2.92	12	16.62
2	0.9	6	7.3
2	2.55	12	12.3
2	2.17	12	12.3
2	0.61	4	6.36
2	1.28	7.5	10.56
2	1.47	8.5	11.76
1	2	10.5	11.8
2	2.58	10.5	14.16
2	1.82	10.5	11.8
2	4.06	17.5	18.8
2	1.78	9	15.66
2	1.65	7.5	15.01
2	1.31	6.5	9.75
2	1.04	5.5	6.8
2	0.56	4.5	5.8
1	7.4	30	31.3
2	0.9	6	7.3
2	1.12	6	7.3
2	1.2	6	7.3
2	0.76	5	6.3
2	0	5.5	6.8
2	0	11	14.76
2	1.3	7	8.3
2	2.69	12	13.3
1	1	7	9.95
1	2	10	13.55
2	4.53	19.5	22.8
2	1.2	7	10.38
2	2.43	12	19.26
2	2.91	12.5	17.94
2	1.22	7.5	10.56
2	10.74	32.5	48.42
2	1.1	5.5	6.8
2	1.38	8	9.3
2	1.08	5.5	7.8
2	1.66	8.5	12.25
2	3.12	13.5	14.8
2	4.62	16	20.13
1	1.5	15	15
1	3.2	16	16
2	3	13.5	17.76
1	1.6	8.5	11.15
1	2.3	10.5	13.55
2	5.21	18.5	23.36
2	1.31	8	9.3
2	0	-2.5	-3.8
2	0	2.5	3.8
2	4.26	14.5	15.8
2	0.89	5	6.3
2	8.39	24	25.3
2	2.09	10.5	14.16
2	2.38	12.5	13.8
2	5.81	21	30.06
2	2	8.5	15.06
2	3.95	13.5	17.76
2	1.74	8	11.16
2	3.61	25	25.3
2	2.59	20.5	26.8
2	2.49	11	16.55
2	4.86	16.5	24.66
2	20.34	56.5	64.35
2	1.39	7	8.3
2	3.9	16	16.3
2	2.5	13	13.3
1	2.7	10.5	11.8
2	3.46	14.5	21
2	1.58	9	12.36
2	6.78	21	26.76
2	3.48	14.5	15.8
2	4.09	16	24.06
2	1.85	9	12.88
2	1.19	6.5	7.8
2	0.72	5	6.3
2	3.13	12	13.3
2	2.35	9.5	15.8
2	3.51	14.5	15.8
2	1.59	6.5	7.8
2	2.12	10.5	14.16
2	1.81	8.5	9.8
1	2	10.5	14.15
2	5.39	10	10.3
2	2.94	14	21.05
2	0.96	5	6.3
1	2.6	11	12.3
2	5.38	16.5	17.8
2	1.25	8	9.3
1	2	11.5	12.8
2	1.49	7.5	8.8
2	0	-2.5	-3.8
2	0	2.5	3.8
2	0	-6	-7.3
2	0	6	7.3
2	0.96	6	9.12
2	3.86	15.5	20.16
1	2.6	12	13.3
2	0.28	3	4.3
2	0.68	5	6.3
2	1.63	7	13.26
2	1.95	10.5	14.16
2	4.53	17.5	20.8
2	5.61	18.5	27.06
2	6.76	21	22.3
2	2.47	11.5	16
2	0.67	4.5	6.96
2	4.63	15.5	20.8
2	2.33	12.5	17.25
2	1.36	7.5	8.8
2	0.84	5.5	6.8
2	0.86	6	9.12
2	1.31	7.5	8.8
1	0.9	8.5	9.8
1	1.9	9	11.75
1	9.8	31	43.15
2	4.5	14.5	19.75
2	3.29	14	18.05
2	8.49	29.5	30.8
2	3.65	12.5	13.8
2	3.19	12	13.3
2	11.09	33.5	52.92
2	23.85	81.5	89.35
2	1.54	8.5	10.8
2	1.75	8.5	9.8
1	0	2.5	3.8
2	3.46	13.5	14.8
2	0.69	5.5	6.8
2	5.51	19.5	24.96
2	7.57	23.5	32.23
2	25.05	71.5	72.8
2	2.27	8	14.46
2	0.78	5.5	8.84
2	11.62	32	32.3
2	4.41	16	20.05
2	3.46	13	14.3
2	1.22	15	15.3
2	4.95	17	27.37
2	3.34	13.5	17.65
2	1.95	13	13.3
2	0.75	5.5	6.8
2	4.06	15	15.3
1	1.2	6.5	7.8
1	3.3	12.5	19.85
2	0.76	5	7.3
1	1.7	8	11.6
2	10.33	29.5	30.8
2	1.22	7	8.3
2	0.02	2.5	14.8
2	2.23	9.5	13.55
2	2.06	10	11.3
1	3.5	14	15.3
2	3.84	13	17.05
2	1.97	9	10.3
2	3.94	15	16.3
2	2.62	10	11.3
2	1.1	7	8.3
2	0.07	2.5	3.8
2	2.01	9	10.3
1	0	18.2	19
2	0	7	7.3
2	1.84	8	9.3
2	2.96	12	15.3
2	0	8	9.96
2	3.26	11	15.05
2	4.85	18.5	23.76
2	0	15	18.36
1	0.7	4.5	5.8
2	3.51	15	15.3
2	2.85	11.5	15.36
2	0.69	5	6.3
2	10.18	29.5	33.75
2	1.11	6.5	9.36
2	2.51	11.5	12.8
2	10.74	60	66.85
2	1.64	8.5	10.8
2	6.4	22.5	23.8
2	5.4	18	20.85
2	4	13	14.3
2	1.57	8	9.3
2	19.03	54.5	62.35
2	1.04	6.5	7.8
2	2.84	11	14.76
2	2.49	11.5	15.55
2	3.72	14	14.3
2	0.98	6	7.3
2	1.57	9.5	12.96
2	13.52	38.5	47.76
2	3.13	10.5	14.16
2	3.91	14	15.3
2	4.98	18.5	31.62
1	6.3	24.5	25.8
1	3	13.5	14.8
2	1.18	7.5	8.8
2	0.59	4	6.36
2	5.39	19.5	28.26
2	2.06	9.5	12.96
2	0.69	5	8.19
2	0.91	6	9.49
2	0.86	10	10.3
2	2.56	12.5	13.8
2	1.01	7	8.3
2	2.35	11	13.8
2	1.14	7	10.38
2	0.34	3.5	7.68
2	0.51	4.5	5.8
2	6.02	18	18.3
2	3.35	13	14.3
2	19.5	54	61.85
2	6.71	21.5	22.8
2	0.56	4	5.3
2	1.39	6.5	7.8
2	0.76	5	6.3
1	1	6.5	9.8
2	1.7	7.5	10.56
2	9.77	31.5	35.8
2	0.49	4	5.3
2	3.81	13	14.3
2	1.98	8.5	9.8
2	1.06	7	9.96
1	1.3	7.5	11
2	1	6	7.3
2	1.28	6.5	10.55
2	1.21	7	8.3
2	0	10	10.3
2	0.84	13	13.3
2	0	-20	-21.3
2	0	20	21.3
2	11.8	34.5	42.96
2	3.1	12	13.3
2	1.99	9	12.36
2	2.03	7.5	8.8
2	5.06	18	28.67
2	3.76	12.5	19.86
2	0.96	4.5	5.8
2	1.08	6	8.76
2	8.46	56	57.3
2	0.02	12	12.3
2	1.35	7	8.3
2	1.49	7.5	8.8
2	6.57	30	37.85
2	0.66	4	5.3
2	1.04	6.5	7.8
2	2.44	11	14.76
2	0.91	4.5	10.8
2	2	9	10.3
2	3.37	12.5	16.56
2	1.85	8.5	11.76
2	2.51	10.5	11.8
2	0.8	5	6.3
2	1.43	7	9.3
2	1.8	9	10.3
2	0.87	5	6.3
2	2.68	12	12.3
2	3.06	11	12.3
2	1.48	7.5	8.8
2	5.98	20	21.3
2	2.41	10	11.3
2	3.09	12	16.62
2	1.55	7.5	11.44
2	1.71	8.5	11.76
2	9.48	49	49.3
2	2.69	9.5	16.26
2	2.88	10.5	17.05
2	9.37	30	41.05
2	2.07	9.5	12.96
2	0.85	6	8.76
2	1.06	5.5	8.16
1	1.4	7	8.3
2	5.84	17.5	18.8
2	1.45	7.5	8.8
2	6.28	19	26.85
2	0.47	3.5	4.8
2	1.6	10	10.3
2	3.79	15	15.3
2	0.01	20	25.38
2	1.67	8.5	9.8
2	1	5.5	6.8
2	1.36	8	9.3
2	5.59	16.5	17.8
2	5.81	20	31.27
2	5.83	20	24.05
2	1.81	7.5	11.55
2	0.74	14.5	15.8
2	4.03	24.5	25.8
2	1.03	5	6.3
2	2.22	8.5	9.8
2	0	20	26.39
2	2.69	13	14.3
2	1.7	7.5	8.8
2	3.07	13.5	14.8
2	1.81	8.5	9.8
2	2.16	11.5	12.8
2	1.04	6	7.3
2	2.44	10	11.3
1	7.2	23.5	35.8
2	1.43	6	12.06
2	0.68	11.7	15
2	10.78	33.5	39.55
2	12.81	55	56.3
2	0.62	10	10.3
2	0.92	10	10.3
2	9.15	27	37.85
2	1.86	8.5	9.8
2	2.58	9	10.3
2	2.01	9.5	10.8
2	1.06	6.5	8.8
2	3.89	15.5	16.8
2	6.11	20	20.3
2	2.16	11.5	12.8
2	0	65	65.3
2	6.67	20	21.3
2	2.19	8.5	11.76
2	0.88	6	7.3
2	2.35	10	16.38
2	0	16	16.3
2	13.75	42	49.85
2	2.51	11.5	15.36
2	0.72	5.5	6.8
2	2.92	11	12.3
2	1.33	7.5	8.8
2	2.02	10	11.3
2	0	50	50.3
2	28.14	77.5	85.35
2	2.63	12.5	13.8
2	0	2.5	3.8
2	8.54	52.5	53.8
2	1.6	8	9.3
2	32.89	88	95.85
2	33.38	150	207.48
1	0	24.2	25
2	0.11	3	4.3
2	1.49	7	7.8
2	14.62	41.5	42.3
2	3.11	12	15.55
2	2.25	10	10.8
2	5.83	19	22.55
2	7.5	22.5	23.3
2	1.57	7	7.8
2	0.01	10	10.3
2	4.8	17	21.36
2	5.46	32.5	39.85
1	3.3	12.5	13.3
1	3.9	12.5	16.05
1	3.4	12.5	14.3
2	2.48	11	11.8
2	1.37	7	7.8
2	1.7	7.5	8.31
2	0.18	3	3.8
2	6.29	20	20.3
2	3.16	12	15.8
2	2.65	11.5	18.06
2	3.74	13	14.68
2	2.69	11.5	12.3
2	0.95	6.5	7.3
2	5.04	18.5	20.3
1	0.9	5.5	6.3
2	2.04	10.5	13.3
2	22.39	62	62.8
2	26.69	91.5	98.85
1	1.5	8.5	11.15
1	2.9	10.5	15.05
1	5	16	16.8
2	5.43	16.5	18.38
1	0	2.5	3.3
2	6.6	20	20.8
2	5.11	18.5	26.46
2	6.36	20.5	24.05
2	6.06	20	20.8
2	2.49	10.5	13.3
2	2.51	10.5	14.12
2	3.22	13	13.8
1	3.1	10.5	16.85
2	0.92	5.5	6.3
2	4.27	15	15.8
2	3.86	13.5	20.46
1	2.7	10	16.26
1	3	12.5	13.3
2	7.65	24.79	25.09
2	2.65	10.5	14.69
2	5.77	18.5	28.67
2	0.93	5.5	6.3
2	1.37	7	7.8
2	1.51	7	7.8
2	3.83	14	20
2	10.56	39.5	40.3
2	7.58	24.5	32.89
2	15.97	49	49.8
1	3.8	13	16.55
2	22.45	63	63.8
1	0	7.2	8
1	5.1	17	28.35
1	0	15.2	16
2	1.99	8.5	11.16
2	9.83	29	32.55
2	10.18	28.5	43.02
2	3.27	11.5	14.76
2	0.98	7	7.8
2	2.25	9	10.8
2	0.91	5	5.8
2	4.29	13.5	17.05
2	25.04	68	75.35
2	27.18	82.5	89.85
2	3.94	14	17.55
2	1.6	7	7.8
2	0.57	4	9.06
2	0.88	5.5	6.3
1	3.5	14.5	15.3
2	1.67	8.5	9.3
1	1.2	6	9.55
2	0.82	4.5	7
2	7.91	25	25.8
2	18.14	53	56.8
2	2.06	11	14.75
2	9.92	29.5	43.05
2	0.66	4.5	5.3
1	0.8	5.5	6.3
1	0	20.2	21
2	1.75	8	10.56
2	1.94	8	12.71
2	0.77	5	5.8
2	1.59	9	11.76
2	2.64	11	17.46
2	2.26	9.5	12.36
2	7.64	22.5	23.3
2	2	8.5	11.16
2	6.01	19	19.8
2	5.57	18.5	26.46
2	3.98	16.5	23.66
2	0.6	4.5	5.3
2	1.17	5.5	6.3
2	25.78	74	74.8
2	1.49	7.5	8.3
2	3.54	14	14.8
2	7	21	28.55
2	5.75	18	23.55
1	0	10.2	11
2	0	8	10.38
2	0	2.5	3.96
2	4.99	20.5	21.3
2	1.42	8	8.8
2	1.12	6	6.8
2	1.37	6	6.8
2	4.93	17	24.66
2	1.5	7.5	8.3
2	2.97	11.5	15.05
2	0.93	4.5	9.05
2	2.21	9.5	12.36
2	3.22	13	16.55
2	1.04	6	6.8
2	1.21	5.5	6.3
2	6.84	22	26.56
1	1.2	5.5	11.75
2	0.39	3.5	4.3
2	5.54	18	21.55
2	4.13	19.5	20.3
2	0.7	4.5	8.05
2	0.87	4.5	5.3
2	0	2.5	3.3
2	4.51	15.5	21.05
2	1.1	6	6.8
2	9.18	27	33.35
2	6.82	21	25.1
2	1.58	8.5	9.3
2	1.65	7	7.8
2	6.85	20	35.55
2	0	12	12.3
2	0	15	15.3
1	0	35.2	42.55
1	7.4	23.5	27.05
1	0	15.2	16
1	0	28.2	29
2	1.84	7.5	13.26
2	2	9	9.8
2	0.4	3.5	4.3
1	0	0	0
2	1.02	5.5	6.3
2	24.8	87.5	88.3
2	3.17	12	12.8
2	8.96	25	38.3
2	7	24.5	28.05
2	1.78	8	11.44
2	1.18	6.5	7.3
2	3.47	12.5	16.62
2	29.87	83.5	90.85
1	0	18.2	19
1	0	13.2	14
2	8.56	27.5	37.26
2	0.9	5	5.8
2	1.17	5.5	9.05
2	1.39	6	8.16
2	1.42	6.5	9.49
2	0.6	4	4.8
2	1.4	7.5	8.3
2	2.56	10.5	14.05
2	3.37	13	16.55
2	2.24	9	12.56
1	1.8	8.5	10.3
2	1.91	10	10.8
2	0.08	2.5	3.3
2	25.73	69.5	76.85
1	4.1	15.5	23.8
2	1.91	9	9.8
2	1.46	8.5	9.3
1	1	5.5	8.3
2	0.51	4	5.76
2	0.7	4.5	8.05
2	1.6	7	7.8
2	2.29	10.5	11.3
1	2.3	11	11.81
2	11.38	34.5	53
2	1.47	6	8.16
2	1.07	5.5	8.19
2	3.78	15	19.55
2	0	15	15.38
2	7.07	26	26.8
2	2.46	10	17.61
2	0.98	4.5	8.05
2	7.87	22	29.35
2	0.63	4.5	5.3
2	0.94	6	6.8
1	0	18.2	19
1	0	22.2	23
2	2.07	9	9.88
1	7.7	0	6.55
2	1.73	8.5	11.16
2	1.14	6	6.8
2	2.91	9.5	15
2	2.55	20	21.3
2	8.56	28	34.55
2	1.81	8	11
2	3.78	13	16.55
2	0.64	4.5	5.3
2	1.92	9	9.8
2	1.37	8	8.8
2	4.83	16	16.8
2	1.37	8	10.56
2	0.91	5	5.8
2	1.59	7.5	8.3
2	0.54	5	5.8
1	0.4	4	4.8
2	2.15	10	10.8
2	0.55	4.5	5.3
2	3.15	14.5	15.3
2	0.01	12	15.99
2	1.08	5.5	7.56
1	1.8	8	10.8
2	0.9	4.5	9.26
2	0.95	5.5	6.3
2	3.75	12.5	15.3
1	0.3	3	3.8
2	1.37	7.5	9.96
2	11.34	31	45.35
1	0	10.2	11
2	2	11.5	15.38
2	1.69	9	10.8
1	0	10.2	11
2	19.82	65	72.35
2	1.14	5.5	6.3
2	10.79	34	44.1
2	0.79	4	5.76
2	0.85	4.5	5.3
2	1.74	8	13.86
2	1.7	9.5	10.3
2	3.6	15.5	19.05
1	2.7	10	16.25
2	0.69	5.5	6.3
2	30.35	83	90.35
2	7.97	25.5	29.05
2	6.41	21	24.55
2	3.46	15.5	20.3
2	0.46	4	4.8
2	0.73	5.5	7.56
2	2.95	11.5	12.3
2	2.22	10.5	11.3
2	5.06	17.5	18.3
2	4.41	15.5	22.86
2	1.13	6	6.8
2	3.7	16	20.16
2	5.25	16.5	20.05
2	0.36	3.5	4.3
2	1.12	7	7.8
2	1.62	8	13.55
2	4.65	17	17.8
1	2.7	11	17.45
2	1.16	7	7.8
2	1.22	6.5	7.3
2	0.45	3.5	7.05
2	3.61	11.5	12.3
2	1.17	6.5	7.3
2	3.06	10.5	14.05
2	6.24	21.5	23.3
1	0	10.2	11
2	0	2.5	4.29
2	0.93	5.5	6.3
2	3.94	15	15.8
2	1.06	6.5	9.49
2	1.92	9	12.25
1	7.7	2.5	49.3
2	0.24	20	24.8
2	6.23	21.5	22.3
2	0.66	4	6
2	1.48	8	8.8
2	28.38	86.5	93.85
2	4.86	16.5	20.76
2	6.69	20	32.3
1	0.7	5	5.8
1	1.4	7.5	10.75
2	1.88	9	10.78
2	5.36	17	23.55
2	3.14	12	19.44
2	1.98	9.5	10.3
2	12.86	43	46.25
2	1.91	10	12.96
1	8.3	28	28.8
2	3.38	12.5	18.46
2	1.02	5.5	7.3
2	0.79	5	5.8
2	1.65	10.5	11.3
2	1.88	9.5	10.3
2	0.21	4.5	5.3
2	9.42	28.5	29.3
2	15.26	58.5	65.85
1	0	18.2	19
2	3.19	13	16.56
2	2.09	11	14.16
2	2.34	9.5	15.66
2	14.14	45	48.25
2	10	31	31.8
2	2.05	9.5	10.3
2	4.97	16	24.92
2	7.02	22.5	27.96
2	0	23	23.3
2	0.16	2.5	3.3
1	0.7	5.5	6.3
2	4.66	16	16.85
2	2.34	11.5	12.3
2	21.51	65	65.8
2	1.45	8	10.3
2	2.57	11.5	17.31
2	3.68	15.5	17.3
2	1.73	8	8.8
2	2.27	11.5	14.76
2	4.9	19	20.8
2	2.83	12.5	15.96
1	1.1	5.5	11.75
1	1.9	9	11.75
2	2.44	8.5	13.25
2	0.86	5.5	7.56
2	2.04	8.5	9.3
2	5.88	21	24.55
2	1.96	7.5	8.3
2	2.13	9	15.06
2	2.24	9	15.69
1	2.5	11.5	12.3
1	4.2	15.5	19.55
1	1.8	7.5	8.3
1	1.5	8	9.8
2	2.3	10	10.8
2	0.01	8	9.96
2	1.29	8.5	9.3
2	2.29	12	13.8
2	0.79	6	6.8
2	1.81	8	8.8
1	2.1	9.5	10.3
2	2.94	10	10.8
1	0	26.2	27
2	3.05	12.5	17.29
2	3.38	14.5	20
1	0	36.2	43.55
2	1.5	8	8.8
2	1.29	7.5	8.3
1	0	15.2	16
2	15.39	49	56.35
2	11.3	33.5	37.3
2	4.37	14	17.55
2	4.46	16.5	17.3
1	0	13.2	14
2	1.5	8	8.8
2	6.3	22	22.8
2	28.46	76	83.35
2	3.02	12	12.8
1	19.5	53	56.55
1	0.6	4	4.8
2	0.86	5.5	6.3
2	2.92	10.5	16.86
2	7.64	22	25.55
2	1.83	9.5	10.3
2	1.7	7	10.14
2	4.26	15	15.8
2	4.35	14.5	21.66
2	1.05	5.5	6.3
2	2.71	11	11.8
2	30.35	83.5	98.05
2	1.24	6.5	7.3
1	10	34.5	41.85
1	11.1	36	43.35
2	3.77	14.5	19.12
2	0	2.5	3.3
1	0	13.2	14
2	1.71	8.5	9.3
2	9.95	40	40.8
2	2.46	10	14.91
2	0	2.5	3.96
2	0	3	4.56
2	1.47	8	13.86
2	0.49	12	15.99
2	0.78	4.5	6.36
2	1.18	6.5	11.56
2	3.13	11	17.46
2	1.84	9	9.8
1	2.3	9.5	19.6
2	0.52	5	5.8
2	2.11	11.5	12.3
2	0.34	4	6
2	5.41	20	23.55
2	1.28	7.5	8.3
2	2.36	10.5	11.3
2	0.95	5.5	6.3
2	1.4	9	9.8
2	1.02	6	7.82
2	1.3	7	7.8
2	1.86	9.5	10.3
2	2.34	11	11.8
2	3.8	14.5	18.05
2	0.01	2.5	6.05
2	3.59	12.5	19.26
2	10.59	36.5	37.3
2	0.63	4.5	5.3
2	0.94	5	5.8
2	1.28	6.5	10.05
2	1.94	9.5	10.3
2	1.62	8.5	11.16
1	2.9	13.5	14.3
1	5.2	18.5	19.3
2	0	30	36.36
1	16.5	63	78.55
1	1.8	10	10.8
1	0.7	5	5.8
1	10.2	29	43.6
1	0	34.2	41.55
2	1.84	9	9.8
2	1.33	7	7.8
2	0.87	6.5	7.3
1	21.3	0	0
2	11.56	60.5	67.85
2	3.57	16	16.8
1	1.6	8.5	11.16
2	2.04	8	8.8
2	13.07	41.5	45.05
2	2.46	11	14.16
2	1.2	6	6.8
2	21.99	82	89.35
2	2.31	9.5	15.66
2	0.57	5	10.26
2	1.33	8	8.8
2	0.63	5	5.8
2	2.02	10.5	11.3
2	1.33	7	9.8
1	1.1	6.5	7.3
1	4.5	14.5	18.05
2	23.82	63	84.42
2	4.7	18	22.56
2	2.07	8.5	55.6
2	2.08	10	10.8
2	21.38	74	81.35
2	4.59	16	21.51
2	0.55	4	7.8
2	4.18	17	24.66
2	2.12	9	11.76
2	1.78	8	8.8
2	1.63	7.5	9.96
2	8.39	25	37.11
1	7.4	28	28.8
2	1.85	9.5	15.66
2	1.45	7.5	9.96
1	2.3	10.5	14.05
1	0.5	4.5	5.3
1	1.3	8	11
2	0.72	4.5	5.3
2	0.03	13	13.3
2	2.03	10.5	11.3
2	3.67	13.5	14.3
2	22.76	65.5	72.85
2	1.57	9	9.8
2	4.94	19.5	27.66
2	13.46	39.5	48
1	1.6	8	10.55
2	1.12	6.5	7.3
2	15.31	49	49.8
2	18.21	52.5	63.96
2	4.83	15.5	21.05
2	2.1	9.5	10.3
2	2.95	11	11.8
2	1.42	8	11.44
2	1.04	6.5	7.3
2	9.17	31	34.55
2	24.82	71	81.1
2	5.5	23	23.8
2	17.64	60	65.3
2	4.38	15.5	27.42
2	0.02	2.5	3.3
2	1.03	6	6.8
2	8.44	26.5	33.85
2	0.48	4	4.8
2	0.37	3.5	4.3
2	5.49	19	19.8
1	4.4	17.5	18.3
1	6.9	29.5	30.3
2	0	18.8	22.92
2	4.13	15.5	23.81
2	3.79	14	17.55
2	2	10.5	14.12
2	9.65	30.5	36.3
2	9.08	27.5	33.3
2	21.67	63.5	74.3
2	5.65	19.5	23.05
2	0.47	4.5	6.3
1	0.5	4	6.8
1	0.4	3.5	4.3
2	11.76	34	38.8
1	0	30.2	31
1	0	20.2	21
2	15.45	45.5	52.85
2	1.91	9	11.76
2	1.79	8	11.44
2	2.05	10.5	11.3
2	0.96	6.5	9.49
2	5.55	23.5	33.81
2	0.42	34.5	35.3
1	3.5	15	16.8
2	2	9	19.55
1	0	16.2	17
2	0.64	5	5.8
2	10.56	34	34.8
2	0.79	5	6.96
2	0.91	6	6.8
2	1.23	6.5	7.3
2	1.26	6	6.8
2	2.37	11	16.73
2	0.98	6	6.8
1	1.7	7	7.8
2	1.56	9.5	10.3
2	2.14	9	15.06
2	2.46	10.5	16.86
2	0.22	3.5	4.3
2	7.84	27	27.8
2	16.47	53.5	54.3
2	1.76	10.5	11.3
2	4.7	17	21.36
2	3.62	13.5	14.3
2	22.99	68	77.8
2	2.27	8.5	12.05
2	1.05	7	7.8
2	6.96	43.5	44.3
2	0.68	5	6.96
2	0.55	4.5	6.36
2	0.02	2.5	3.3
2	0.56	4.5	5.3
2	6.59	35.5	40.15
2	11.33	37.5	38.3
2	1.31	7	8.6
2	2.25	10	12.3
2	5.76	20.5	21.3
1	1.5	7.5	9.95
1	11.2	33.5	42.85
2	1.89	9	12.55
2	1.95	9	9.8
2	2.17	8.5	10.3
2	0.04	2.5	3.3
1	1	5.5	7.55
2	7.47	34	34.8
2	14.94	44	44.8
2	4.52	21	24.55
2	2.91	14.5	15.3
